idVariable,fecha,valor
1,28/05/1999,31.379
1,31/05/1999,31.403
1,01/06/1999,32.141
1,02/06/1999,32.008
1,03/06/1999,31.842
1,04/06/1999,32.012
1,07/06/1999,30.921
1,08/06/1999,30.777
1,09/06/1999,30.753
1,10/06/1999,30.975
1,11/06/1999,30.986
1,15/06/1999,31.174
1,16/06/1999,31.270
1,17/06/1999,31.445
1,18/06/1999,31.402
1,22/06/1999,31.335
1,23/06/1999,31.333
1,24/06/1999,31.555
1,25/06/1999,31.528
1,28/06/1999,32.413
1,29/06/1999,31.949
1,30/06/1999,32.192
1,01/07/1999,33.523
1,02/07/1999,33.940
1,05/07/1999,33.976
1,06/07/1999,33.740
1,07/07/1999,33.705
1,08/07/1999,33.881
1,12/07/1999,33.960
1,13/07/1999,33.029
1,14/07/1999,33.315
1,15/07/1999,33.122
1,16/07/1999,33.312
1,19/07/1999,33.393
1,20/07/1999,33.400
1,21/07/1999,33.056
1,22/07/1999,33.106
1,23/07/1999,33.079
1,26/07/1999,32.971
1,27/07/1999,32.952
1,28/07/1999,33.268
1,29/07/1999,32.897
1,30/07/1999,31.933
1,02/08/1999,33.143
1,03/08/1999,33.328
1,04/08/1999,33.249
1,05/08/1999,33.193
1,06/08/1999,33.538
1,09/08/1999,33.311
1,10/08/1999,33.250
1,11/08/1999,33.845
1,12/08/1999,33.884
1,13/08/1999,33.224
1,17/08/1999,33.022
1,18/08/1999,33.067
1,19/08/1999,33.106
1,20/08/1999,32.040
1,23/08/1999,31.811
1,24/08/1999,31.490
1,25/08/1999,31.441
1,26/08/1999,31.337
1,27/08/1999,31.149
1,30/08/1999,30.518
1,31/08/1999,30.856
1,01/09/1999,31.606
1,02/09/1999,31.701
1,03/09/1999,32.176
1,06/09/1999,32.208
1,07/09/1999,32.021
1,08/09/1999,32.068
1,09/09/1999,32.260
1,10/09/1999,32.416
1,13/09/1999,32.189
1,14/09/1999,32.111
1,15/09/1999,31.691
1,16/09/1999,31.762
1,17/09/1999,32.384
1,20/09/1999,32.399
1,21/09/1999,32.423
1,22/09/1999,32.494
1,23/09/1999,32.887
1,24/09/1999,33.190
1,27/09/1999,33.349
1,28/09/1999,33.271
1,29/09/1999,32.563
1,30/09/1999,32.084
1,01/10/1999,32.909
1,04/10/1999,32.785
1,05/10/1999,33.061
1,06/10/1999,32.859
1,07/10/1999,32.831
1,08/10/1999,32.503
1,12/10/1999,32.339
1,13/10/1999,32.285
1,14/10/1999,32.505
1,15/10/1999,33.300
1,18/10/1999,33.363
1,19/10/1999,32.919
1,20/10/1999,32.287
1,21/10/1999,33.448
1,22/10/1999,33.365
1,25/10/1999,33.494
1,26/10/1999,33.763
1,27/10/1999,33.705
1,28/10/1999,33.163
1,29/10/1999,32.041
1,01/11/1999,32.686
1,02/11/1999,33.229
1,03/11/1999,33.241
1,04/11/1999,33.253
1,05/11/1999,33.372
1,08/11/1999,33.215
1,09/11/1999,33.629
1,10/11/1999,33.570
1,11/11/1999,33.563
1,12/11/1999,33.848
1,15/11/1999,33.407
1,16/11/1999,33.554
1,17/11/1999,33.373
1,18/11/1999,33.426
1,19/11/1999,33.419
1,22/11/1999,33.703
1,23/11/1999,33.770
1,24/11/1999,33.571
1,25/11/1999,33.551
1,26/11/1999,33.744
1,29/11/1999,32.898
1,30/11/1999,32.427
1,01/12/1999,33.332
1,02/12/1999,33.604
1,03/12/1999,33.687
1,06/12/1999,33.726
1,07/12/1999,33.955
1,09/12/1999,34.071
1,10/12/1999,34.169
1,13/12/1999,33.720
1,14/12/1999,33.777
1,15/12/1999,33.834
1,16/12/1999,33.979
1,17/12/1999,34.074
1,20/12/1999,34.032
1,21/12/1999,34.407
1,22/12/1999,34.481
1,23/12/1999,34.435
1,24/12/1999,34.526
1,27/12/1999,34.172
1,28/12/1999,33.739
1,29/12/1999,33.230
1,31/12/1999,33.100
1,03/01/2000,33.070
1,04/01/2000,33.075
1,05/01/2000,32.657
1,06/01/2000,32.537
1,07/01/2000,32.126
1,10/01/2000,32.098
1,11/01/2000,32.190
1,12/01/2000,32.326
1,13/01/2000,32.199
1,14/01/2000,32.073
1,17/01/2000,32.017
1,18/01/2000,31.891
1,19/01/2000,31.899
1,20/01/2000,31.974
1,21/01/2000,31.782
1,24/01/2000,31.661
1,25/01/2000,31.829
1,26/01/2000,32.478
1,27/01/2000,32.508
1,28/01/2000,32.365
1,31/01/2000,31.100
1,01/02/2000,32.762
1,02/02/2000,32.432
1,03/02/2000,33.436
1,04/02/2000,33.671
1,07/02/2000,33.626
1,08/02/2000,33.768
1,09/02/2000,33.960
1,10/02/2000,34.123
1,11/02/2000,34.615
1,14/02/2000,34.239
1,15/02/2000,33.267
1,16/02/2000,33.415
